movie_id,title,genre
60,"Indian in the Cupboard, The",Adventure
60,"Indian in the Cupboard, The",Children's
60,"Indian in the Cupboard, The",Fantasy
61,Eye for an Eye,Drama
61,Eye for an Eye,Thriller
62,Mr. Holland's Opus,Drama
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy
64,Two if by Sea,Comedy
64,Two if by Sea,Romance
65,Bio-Dome,Comedy
66,Lawnmower Man 2: Beyond Cyberspace,Sci-Fi
66,Lawnmower Man 2: Beyond Cyberspace,Thriller
67,Two Bits,Drama
68,French Twist (Gazon maudit),Comedy
68,French Twist (Gazon maudit),Romance
69,Friday,Comedy
70,From Dusk Till Dawn,Action
70,From Dusk Till Dawn,Comedy
70,From Dusk Till Dawn,Crime
70,From Dusk Till Dawn,Horror
70,From Dusk Till Dawn,Thriller
71,Fair Game,Action
72,Kicking and Screaming,Comedy
72,Kicking and Screaming,Drama
73,"Misrables, Les",Drama
73,"Misrables, Les",Musical
74,Bed of Roses,Drama
74,Bed of Roses,Romance
75,Big Bully,Comedy
75,Big Bully,Drama
76,Screamers,Sci-Fi
76,Screamers,Thriller
77,Nico Icon,Documentary
78,"Crossing Guard, The",Drama
79,"Juror, The",Drama
79,"Juror, The",Thriller
80,"White Balloon, The (Badkonake Sefid )",Drama
81,Things to Do in Denver when You're Dead,Crime
81,Things to Do in Denver when You're Dead,Drama
81,Things to Do in Denver when You're Dead,Romance
82,Antonia's Line (Antonia),Drama
83,Once Upon a Time... When We Were Colored,Drama
84,Last Summer in the Hamptons,Comedy
84,Last Summer in the Hamptons,Drama
85,Angels and Insects,Drama
85,Angels and Insects,Romance
86,White Squall,Adventure
86,White Squall,Drama
87,Dunston Checks In,Children's
87,Dunston Checks In,Comedy
88,Black Sheep,Comedy
89,Nick of Time,Action
89,Nick of Time,Thriller
90,"Journey of August King, The",Drama
92,Mary Reilly,Drama
92,Mary Reilly,Thriller
93,Vampire in Brooklyn,Comedy
93,Vampire in Brooklyn,Romance
94,Beautiful Girls,Drama
95,Broken Arrow,Action
95,Broken Arrow,Thriller
96,In the Bleak Midwinter,Comedy
97,"Hate (Haine, La)",Drama
98,Shopping,Action
98,Shopping,Thriller
99,Heidi Fleiss: Hollywood Madam,Documentary
100,City Hall,Drama
100,City Hall,Thriller
101,Bottle Rocket,Comedy
102,Mr. Wrong,Comedy
103,Unforgettable,Thriller
104,Happy Gilmore,Comedy
105,"Bridges of Madison County, The",Drama
105,"Bridges of Madison County, The",Romance
106,Nobody Loves Me (Keiner liebt mich),Comedy
106,Nobody Loves Me (Keiner liebt mich),Drama
107,Muppet Treasure Island,Adventure
107,Muppet Treasure Island,Children's
107,Muppet Treasure Island,Comedy
107,Muppet Treasure Island,Musical
108,Catwalk,Documentary
109,Headless Body in Topless Bar,Comedy
110,Braveheart,Action
110,Braveheart,Drama
110,Braveheart,War
111,Taxi Driver,Drama
111,Taxi Driver,Thriller
112,Rumble in the Bronx,Action
112,Rumble in the Bronx,Adventure
112,Rumble in the Bronx,Crime
113,Before and After,Drama
113,Before and After,Mystery
114,Margaret's Museum,Drama
115,Happiness Is in the Field,Comedy
116,Anne Frank Remembered,Documentary
117,"Young Poisoner's Handbook, The",Crime
118,If Lucy Fell,Comedy
118,If Lucy Fell,Romance
119,"Steal Big, Steal Little",Comedy
120,Race the Sun,Drama
121,"Boys of St. Vincent, The",Drama
122,Boomerang,Comedy
122,Boomerang,Romance
123,Chungking Express,Drama
123,Chungking Express,Mystery
123,Chungking Express,Romance
124,"Star Maker, The (Uomo delle stelle, L')",Drama
125,Flirting With Disaster,Comedy
126,"NeverEnding Story III, The",Adventure
126,"NeverEnding Story III, The",Children's
126,"NeverEnding Story III, The",Fantasy
127,"Silence of the Palace, The (Saimt el Qusur)",Drama
128,Jupiter's Wife,Documentary
129,Pie in the Sky,Comedy
129,Pie in the Sky,Romance
130,Angela,Drama
131,Frankie Starlight,Drama
131,Frankie Starlight,Romance
132,Jade,Thriller
133,Nueba Yol,Comedy
133,Nueba Yol,Drama
134,Sonic Outlaws,Documentary
135,Down Periscope,Comedy
136,From the Journals of Jean Seberg,Documentary
137,Man of the Year,Documentary
138,"Neon Bible, The",Drama
139,Target,Action
139,Target,Drama
140,Up Close and Personal,Drama
140,Up Close and Personal,Romance
141,"Birdcage, The",Comedy
142,Shadows (Cienie),Drama
143,Gospa,Drama
144,"Brothers McMullen, The",Comedy
145,Bad Boys,Action
146,"Amazing Panda Adventure, The",Adventure
146,"Amazing Panda Adventure, The",Children's
147,"Basketball Diaries, The",Drama
148,"Awfully Big Adventure, An",Drama
149,Amateur,Crime
149,Amateur,Drama
149,Amateur,Thriller
150,Apollo 13,Drama
151,Rob Roy,Drama
151,Rob Roy,Romance
151,Rob Roy,War
152,"Addiction, The",Horror
153,Batman Forever,Action
153,Batman Forever,Adventure
153,Batman Forever,Comedy
153,Batman Forever,Crime
154,Belle de jour,Drama
155,Beyond Rangoon,Drama
155,Beyond Rangoon,War
156,Blue in the Face,Comedy
157,Canadian Bacon,Comedy
157,Canadian Bacon,War
158,Casper,Adventure
158,Casper,Children's
159,Clockers,Drama
160,Congo,Action
160,Congo,Adventure
160,Congo,Mystery
160,Congo,Sci-Fi
161,Crimson Tide,Drama
161,Crimson Tide,Thriller
161,Crimson Tide,War
162,Crumb,Documentary
163,Desperado,Action
163,Desperado,Romance
163,Desperado,Thriller
164,Devil in a Blue Dress,Crime
164,Devil in a Blue Dress,Film-Noir
164,Devil in a Blue Dress,Mystery
164,Devil in a Blue Dress,Thriller
165,Die Hard: With a Vengeance,Action
165,Die Hard: With a Vengeance,Thriller
166,"Doom Generation, The",Comedy
166,"Doom Generation, The",Drama
167,Feast of July,Drama
168,First Knight,Action
168,First Knight,Adventure
168,First Knight,Drama
168,First Knight,Romance
169,Free Willy 2: The Adventure Home,Adventure
169,Free Willy 2: The Adventure Home,Children's
169,Free Willy 2: The Adventure Home,Drama
170,Hackers,Action
170,Hackers,Crime
170,Hackers,Thriller
171,Jeffrey,Comedy
172,Johnny Mnemonic,Action
172,Johnny Mnemonic,Sci-Fi
172,Johnny Mnemonic,Thriller
173,Judge Dredd,Action
173,Judge Dredd,Adventure
173,Judge Dredd,Sci-Fi
174,Jury Duty,Comedy
175,Kids,Drama
176,Living in Oblivion,Comedy
177,Lord of Illusions,Horror
178,Love & Human Remains,Comedy
179,Mad Love,Drama
179,Mad Love,Romance
180,Mallrats,Comedy
181,Mighty Morphin Power Rangers: The Movie,Action
181,Mighty Morphin Power Rangers: The Movie,Children's
182,Moonlight and Valentino,Drama
182,Moonlight and Valentino,Romance
183,Mute Witness,Thriller
184,Nadja,Drama
185,"Net, The",Sci-Fi
185,"Net, The",Thriller
186,Nine Months,Comedy
187,Party Girl,Comedy
188,"Prophecy, The",Horror
189,Reckless,Comedy
190,Safe,Thriller
191,"Scarlet Letter, The",Drama
192,"Show, The",Documentary
193,Showgirls,Drama
194,Smoke,Drama
195,Something to Talk About,Comedy
195,Something to Talk About,Drama
195,Something to Talk About,Romance
196,Species,Horror
196,Species,Sci-Fi
197,"Stars Fell on Henrietta, The",Drama
198,Strange Days,Action
198,Strange Days,Crime
198,Strange Days,Sci-Fi
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Musical
200,"Tie That Binds, The",Thriller
201,Three Wishes,Drama
202,Total Eclipse,Drama
202,Total Eclipse,Romance
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy
204,Under Siege 2: Dark Territory,Action
205,Unstrung Heroes,Comedy
205,Unstrung Heroes,Drama
206,Unzipped,Documentary
207,"Walk in the Clouds, A",Drama
207,"Walk in the Clouds, A",Romance
208,Waterworld,Action
208,Waterworld,Adventure
209,White Man's Burden,Drama
210,Wild Bill,Western
211,"Browning Version, The",Drama
212,Bushwhacked,Comedy
213,Burnt By the Sun (Utomlyonnye solntsem),Drama
214,Before the Rain (Pred dozhdot),Drama
215,Before Sunrise,Drama
215,Before Sunrise,Romance
216,Billy Madison,Comedy
217,"Babysitter, The",Drama
217,"Babysitter, The",Thriller
218,Boys on the Side,Comedy
218,Boys on the Side,Drama
219,"Cure, The",Drama
220,Castle Freak,Horror
222,Circle of Friends,Drama
222,Circle of Friends,Romance
223,Clerks,Comedy
224,Don Juan DeMarco,Comedy
224,Don Juan DeMarco,Drama
224,Don Juan DeMarco,Romance
225,Disclosure,Drama
225,Disclosure,Thriller
226,Dream Man,Thriller
227,Drop Zone,Action
228,Destiny Turns on the Radio,Comedy
229,Death and the Maiden,Drama
229,Death and the Maiden,Thriller
230,Dolores Claiborne,Drama
230,Dolores Claiborne,Thriller
231,Dumb & Dumber,Comedy
232,Eat Drink Man Woman,Comedy
232,Eat Drink Man Woman,Drama
233,Exotica,Drama
234,Exit to Eden,Comedy
235,Ed Wood,Comedy
235,Ed Wood,Drama
236,French Kiss,Comedy
236,French Kiss,Romance
237,Forget Paris,Comedy
237,Forget Paris,Romance
238,Far From Home: The Adventures of Yellow Dog,Adventure
238,Far From Home: The Adventures of Yellow Dog,Children's
239,"Goofy Movie, A",Animation
239,"Goofy Movie, A",Children's
239,"Goofy Movie, A",Comedy
239,"Goofy Movie, A",Romance
240,Hideaway,Thriller
241,Fluke,Children's
241,Fluke,Drama
242,Farinelli: il castrato,Drama
242,Farinelli: il castrato,Musical
243,Gordy,Comedy
244,Gumby: The Movie,Animation
244,Gumby: The Movie,Children's
245,"Glass Shield, The",Crime
245,"Glass Shield, The",Drama
246,Hoop Dreams,Documentary
247,Heavenly Creatures,Drama
247,Heavenly Creatures,Fantasy
247,Heavenly Creatures,Romance
247,Heavenly Creatures,Thriller
248,Houseguest,Comedy
249,Immortal Beloved,Drama
249,Immortal Beloved,Romance
250,Heavyweights,Children's
250,Heavyweights,Comedy
251,"Hunted, The",Action
252,I.Q.,Comedy
252,I.Q.,Romance
253,Interview with the Vampire,Drama
253,Interview with the Vampire,Horror
254,Jefferson in Paris,Drama
255,"Jerky Boys, The",Comedy
256,Junior,Comedy
256,Junior,Sci-Fi
257,Just Cause,Mystery
257,Just Cause,Thriller
258,"Kid in King Arthur's Court, A",Adventure
258,"Kid in King Arthur's Court, A",Children's
258,"Kid in King Arthur's Court, A",Comedy
258,"Kid in King Arthur's Court, A",Fantasy
258,"Kid in King Arthur's Court, A",Romance
259,Kiss of Death,Crime
259,Kiss of Death,Drama
259,Kiss of Death,Thriller
260,Star Wars: Episode IV - A New Hope,Action
260,Star Wars: Episode IV - A New Hope,Adventure
260,Star Wars: Episode IV - A New Hope,Fantasy
260,Star Wars: Episode IV - A New Hope,Sci-Fi
261,Little Women,Drama
262,"Little Princess, A",Children's
262,"Little Princess, A",Drama
263,Ladybird Ladybird,Drama
264,"Enfer, L'",Drama
265,Like Water for Chocolate (Como agua para chocolate),Drama
265,Like Water for Chocolate (Como agua para chocolate),Romance
266,Legends of the Fall,Drama
266,Legends of the Fall,Romance
266,Legends of the Fall,War
266,Legends of the Fall,Western
267,Major Payne,Comedy
268,Little Odessa,Drama
269,My Crazy Life (Mi vida loca),Drama
270,Love Affair,Drama
270,Love Affair,Romance
271,Losing Isaiah,Drama
272,"Madness of King George, The",Drama
273,Mary Shelley's Frankenstein,Drama
273,Mary Shelley's Frankenstein,Horror
274,Man of the House,Comedy
275,Mixed Nuts,Comedy
276,Milk Money,Comedy
276,Milk Money,Romance
277,Miracle on 34th Street,Drama
278,Miami Rhapsody,Comedy
279,My Family,Drama
280,Murder in the First,Drama
280,Murder in the First,Thriller
281,Nobody's Fool,Drama
282,Nell,Drama
283,New Jersey Drive,Crime
283,New Jersey Drive,Drama
284,New York Cop,Action
284,New York Cop,Crime
285,Beyond Bedlam,Drama
285,Beyond Bedlam,Horror
286,Nemesis 2: Nebula,Action
286,Nemesis 2: Nebula,Sci-Fi
286,Nemesis 2: Nebula,Thriller
287,Nina Takes a Lover,Comedy
287,Nina Takes a Lover,Romance
288,Natural Born Killers,Action
288,Natural Born Killers,Thriller
289,Only You,Comedy
289,Only You,Romance
290,Once Were Warriors,Crime
290,Once Were Warriors,Drama
291,Poison Ivy II,Thriller
292,Outbreak,Action
292,Outbreak,Drama
292,Outbreak,Thriller
293,"Professional, The (a.k.a. Leon: The Professional)",Crime
293,"Professional, The (a.k.a. Leon: The Professional)",Drama
293,"Professional, The (a.k.a. Leon: The Professional)",Romance
293,"Professional, The (a.k.a. Leon: The Professional)",Thriller
294,"Perez Family, The",Comedy
294,"Perez Family, The",Romance
295,"Pyromaniac's Love Story, A",Comedy
295,"Pyromaniac's Love Story, A",Romance
296,Pulp Fiction,Crime
296,Pulp Fiction,Drama
297,Panther,Drama
298,Pushing Hands,Comedy
299,Priest,Drama
300,Quiz Show,Drama
301,Picture Bride,Drama
301,Picture Bride,Romance
302,Queen Margot (La Reine Margot),Drama
302,Queen Margot (La Reine Margot),Romance
303,"Quick and the Dead, The",Action
303,"Quick and the Dead, The",Adventure
303,"Quick and the Dead, The",Western
304,Roommates,Comedy
304,Roommates,Drama
305,Ready to Wear (Pret-A-Porter),Comedy
306,Three Colors: Red,Drama
307,Three Colors: Blue,Drama
308,Three Colors: White,Drama
309,"Red Firecracker, Green Firecracker",Drama
310,Rent-a-Kid,Comedy
311,Relative Fear,Horror
311,Relative Fear,Thriller
312,Stuart Saves His Family,Comedy
313,"Swan Princess, The",Animation
313,"Swan Princess, The",Children's
314,"Secret of Roan Inish, The",Drama
315,"Specialist, The",Action
316,Stargate,Action
316,Stargate,Adventure
316,Stargate,Sci-Fi
317,"Santa Clause, The",Children's
317,"Santa Clause, The",Comedy
317,"Santa Clause, The",Fantasy
318,"Shawshank Redemption, The",Drama
319,Shallow Grave,Thriller
320,Suture,Film-Noir
320,Suture,Thriller
321,Strawberry and Chocolate (Fresa y chocolate),Drama
322,Swimming with Sharks,Comedy
322,Swimming with Sharks,Drama
324,"Sum of Us, The",Comedy
325,National Lampoon's Senior Trip,Comedy
326,To Live (Huozhe),Drama
327,Tank Girl,Action
327,Tank Girl,Comedy
327,Tank Girl,Musical
327,Tank Girl,Sci-Fi
328,Tales From the Crypt Presents: Demon Knight,Horror
329,Star Trek: Generations,Action
329,Star Trek: Generations,Adventure
329,Star Trek: Generations,Sci-Fi
330,Tales from the Hood,Comedy
330,Tales from the Hood,Horror
331,Tom & Viv,Drama
332,Village of the Damned,Horror
332,Village of the Damned,Sci-Fi
333,Tommy Boy,Comedy
334,Vanya on 42nd Street,Drama
335,"Underneath, The",Mystery
335,"Underneath, The",Thriller
336,"Walking Dead, The",Drama
336,"Walking Dead, The",War
337,What's Eating Gilbert Grape,Drama
338,Virtuosity,Sci-Fi
338,Virtuosity,Thriller
339,While You Were Sleeping,Comedy
339,While You Were Sleeping,Romance
340,"War, The",Adventure
340,"War, The",Drama
341,Double Happiness,Drama
342,Muriel's Wedding,Comedy
342,Muriel's Wedding,Romance
343,"Baby-Sitters Club, The",Children's
344,Ace Ventura: Pet Detective,Comedy
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy
345,"Adventures of Priscilla, Queen of the Desert, The",Drama
346,Backbeat,Drama
346,Backbeat,Musical
347,Bitter Moon,Drama
348,Bullets Over Broadway,Comedy
349,Clear and Present Danger,Action
349,Clear and Present Danger,Adventure
349,Clear and Present Danger,Thriller
350,"Client, The",Drama
350,"Client, The",Mystery
350,"Client, The",Thriller
351,"Corrina, Corrina",Comedy
351,"Corrina, Corrina",Drama
351,"Corrina, Corrina",Romance
352,Crooklyn,Comedy
353,"Crow, The",Action
353,"Crow, The",Romance
353,"Crow, The",Thriller
354,Cobb,Drama
355,"Flintstones, The",Children's
355,"Flintstones, The",Comedy
356,Forrest Gump,Comedy
356,Forrest Gump,Romance
356,Forrest Gump,War
357,Four Weddings and a Funeral,Comedy
357,Four Weddings and a Funeral,Romance
358,Higher Learning,Drama
359,I Like It Like That,Comedy
359,I Like It Like That,Drama
359,I Like It Like That,Romance
360,I Love Trouble,Action
360,I Love Trouble,Comedy
361,It Could Happen to You,Drama
361,It Could Happen to You,Romance
362,"Jungle Book, The",Adventure
362,"Jungle Book, The",Children's
362,"Jungle Book, The",Romance
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder)",Documentary
364,"Lion King, The",Animation
364,"Lion King, The",Children's
364,"Lion King, The",Musical
365,Little Buddha,Drama
366,Wes Craven's New Nightmare,Horror
367,"Mask, The",Comedy
367,"Mask, The",Crime
367,"Mask, The",Fantasy
368,Maverick,Action
368,Maverick,Comedy
368,Maverick,Western
369,Mrs. Parker and the Vicious Circle,Drama
370,Naked Gun 33 1/3: The Final Insult,Comedy
371,"Paper, The",Comedy
371,"Paper, The",Drama
372,Reality Bites,Comedy
372,Reality Bites,Drama
373,Red Rock West,Thriller
374,Richie Rich,Children's
374,Richie Rich,Comedy
375,Safe Passage,Drama
376,"River Wild, The",Action
376,"River Wild, The",Thriller
377,Speed,Action
377,Speed,Romance
377,Speed,Thriller
378,Speechless,Comedy
378,Speechless,Romance
379,Timecop,Action
379,Timecop,Sci-Fi
380,True Lies,Action
380,True Lies,Adventure
380,True Lies,Comedy
380,True Lies,Romance
381,When a Man Loves a Woman,Drama
382,Wolf,Drama
382,Wolf,Horror
383,Wyatt Earp,Western
384,Bad Company,Action
385,"Man of No Importance, A",Drama
386,S.F.W.,Drama
387,"Low Down Dirty Shame, A",Action
387,"Low Down Dirty Shame, A",Comedy
388,Boys Life,Drama
389,"Colonel Chabert, Le",Drama
389,"Colonel Chabert, Le",Romance
389,"Colonel Chabert, Le",War
390,Faster Pussycat! Kill! Kill!,Action
390,Faster Pussycat! Kill! Kill!,Comedy
390,Faster Pussycat! Kill! Kill!,Drama
391,Jason's Lyric,Crime
391,Jason's Lyric,Drama
392,"Secret Adventures of Tom Thumb, The",Adventure
392,"Secret Adventures of Tom Thumb, The",Children's
393,Street Fighter,Action
394,Coldblooded,Action
395,Desert Winds,Drama
396,Fall Time,Drama
397,"Fear, The",Horror
398,Frank and Ollie,Documentary
399,Girl in the Cadillac,Drama
400,Homage,Drama
401,Mirage,Action
401,Mirage,Thriller
402,Open Season,Comedy
403,Two Crimes,Comedy
403,Two Crimes,Crime
403,Two Crimes,Drama
404,Brother Minister: The Assassination of Malcolm X,Documentary
405,Highlander III: The Sorcerer,Action
405,Highlander III: The Sorcerer,Sci-Fi
406,Federal Hill,Drama
407,In the Mouth of Madness,Horror
407,In the Mouth of Madness,Thriller
408,8 Seconds,Drama
409,Above the Rim,Drama
410,Addams Family Values,Comedy
411,You So Crazy,Comedy
412,"Age of Innocence, The",Drama
413,Airheads,Comedy
414,"Air Up There, The",Comedy
415,Another Stakeout,Comedy
415,Another Stakeout,Thriller
416,Bad Girls,Western
417,Barcelona,Comedy
417,Barcelona,Romance
418,Being Human,Drama
419,"Beverly Hillbillies, The",Comedy
420,Beverly Hills Cop III,Action
420,Beverly Hills Cop III,Comedy
421,Black Beauty,Adventure
421,Black Beauty,Children's
422,Blink,Thriller
423,Blown Away,Action
423,Blown Away,Thriller
424,Blue Chips,Drama
425,Blue Sky,Drama
425,Blue Sky,Romance
426,Body Snatchers,Horror
426,Body Snatchers,Sci-Fi
426,Body Snatchers,Thriller
427,Boxing Helena,Mystery
427,Boxing Helena,Romance
427,Boxing Helena,Thriller
428,"Bronx Tale, A",Drama
429,Cabin Boy,Comedy
430,Calendar Girl,Drama
431,Carlito's Way,Crime
431,Carlito's Way,Drama
432,City Slickers II: The Legend of Curly's Gold,Comedy
432,City Slickers II: The Legend of Curly's Gold,Western
433,Clean Slate,Comedy
434,Cliffhanger,Action
434,Cliffhanger,Adventure
434,Cliffhanger,Crime
435,Coneheads,Comedy
435,Coneheads,Sci-Fi
436,Color of Night,Drama
436,Color of Night,Thriller
437,Cops and Robbersons,Comedy
438,"Cowboy Way, The",Action
438,"Cowboy Way, The",Comedy
439,Dangerous Game,Drama
440,Dave,Comedy
440,Dave,Romance
441,Dazed and Confused,Comedy
442,Demolition Man,Action
442,Demolition Man,Sci-Fi
443,"Endless Summer 2, The",Documentary
444,Even Cowgirls Get the Blues,Comedy
444,Even Cowgirls Get the Blues,Romance
445,Fatal Instinct,Comedy
446,Farewell My Concubine,Drama
446,Farewell My Concubine,Romance
447,"Favor, The",Comedy
447,"Favor, The",Romance
448,Fearless,Drama
449,Fear of a Black Hat,Comedy
450,With Honors,Comedy
450,With Honors,Drama
451,Flesh and Bone,Drama
451,Flesh and Bone,Mystery
451,Flesh and Bone,Romance
452,Widows' Peak,Drama
453,For Love or Money,Comedy
454,"Firm, The",Drama
454,"Firm, The",Thriller
455,Free Willy,Adventure
455,Free Willy,Children's
455,Free Willy,Drama
456,Fresh,Drama
457,"Fugitive, The",Action
457,"Fugitive, The",Thriller
458,Geronimo: An American Legend,Drama
458,Geronimo: An American Legend,Western
459,"Getaway, The",Action
460,Getting Even with Dad,Comedy
461,Go Fish,Drama
461,Go Fish,Romance
462,"Good Man in Africa, A",Action
462,"Good Man in Africa, A",Adventure
463,Guilty as Sin,Crime
463,Guilty as Sin,Drama
463,Guilty as Sin,Thriller
464,Hard Target,Action
464,Hard Target,Adventure
464,Hard Target,Crime
464,Hard Target,Thriller
465,Heaven & Earth,Action
465,Heaven & Earth,Drama
465,Heaven & Earth,War
466,Hot Shots! Part Deux,Action
466,Hot Shots! Part Deux,Comedy
466,Hot Shots! Part Deux,War
467,Live Nude Girls,Comedy
468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The",Comedy
468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The",Romance
469,"House of the Spirits, The",Drama
469,"House of the Spirits, The",Romance
470,House Party 3,Comedy
471,"Hudsucker Proxy, The",Comedy
471,"Hudsucker Proxy, The",Romance
472,I'll Do Anything,Comedy
472,I'll Do Anything,Drama
473,In the Army Now,Comedy
473,In the Army Now,War
474,In the Line of Fire,Action
474,In the Line of Fire,Thriller
475,In the Name of the Father,Drama
476,"Inkwell, The",Comedy
476,"Inkwell, The",Drama
477,What's Love Got to Do with It?,Drama
478,Jimmy Hollywood,Comedy
479,Judgment Night,Action
480,Jurassic Park,Action
480,Jurassic Park,Adventure
480,Jurassic Park,Sci-Fi
481,Kalifornia,Drama
481,Kalifornia,Thriller
482,Killing Zoe,Thriller
483,King of the Hill,Drama
484,Lassie,Adventure
484,Lassie,Children's
485,Last Action Hero,Action
485,Last Action Hero,Comedy
486,Life with Mikey,Comedy
487,Lightning Jack,Comedy
487,Lightning Jack,Western
488,M. Butterfly,Drama
489,Made in America,Comedy
490,Malice,Thriller
491,"Man Without a Face, The",Drama
492,Manhattan Murder Mystery,Comedy
492,Manhattan Murder Mystery,Mystery
493,Menace II Society,Action
493,Menace II Society,Crime
493,Menace II Society,Drama
494,Executive Decision,Action
494,Executive Decision,Thriller
495,In the Realm of the Senses (Ai no corrida),Drama
496,What Happened Was...,Comedy
496,What Happened Was...,Drama
496,What Happened Was...,Romance
497,Much Ado About Nothing,Comedy
497,Much Ado About Nothing,Romance
498,Mr. Jones,Drama
498,Mr. Jones,Romance
499,Mr. Wonderful,Comedy
499,Mr. Wonderful,Romance
500,Mrs. Doubtfire,Comedy
501,Naked,Drama
502,"Next Karate Kid, The",Action
502,"Next Karate Kid, The",Children's
503,"New Age, The",Drama
504,No Escape,Action
504,No Escape,Sci-Fi
505,North,Comedy
506,Orlando,Drama
507,"Perfect World, A",Action
507,"Perfect World, A",Drama
508,Philadelphia,Drama
509,"Piano, The",Drama
509,"Piano, The",Romance
510,Poetic Justice,Drama
511,"Program, The",Action
511,"Program, The",Drama
512,Robert A. Heinlein's The Puppet Masters,Horror
512,Robert A. Heinlein's The Puppet Masters,Sci-Fi
513,Radioland Murders,Comedy
513,Radioland Murders,Mystery
513,Radioland Murders,Romance
514,"Ref, The",Comedy
515,"Remains of the Day, The",Drama
516,Renaissance Man,Comedy
516,Renaissance Man,Drama
516,Renaissance Man,War
517,Rising Sun,Action
517,Rising Sun,Drama
517,Rising Sun,Mystery
518,"Road to Wellville, The",Comedy
519,Robocop 3,Sci-Fi
519,Robocop 3,Thriller
520,Robin Hood: Men in Tights,Comedy
521,Romeo Is Bleeding,Crime
521,Romeo Is Bleeding,Thriller
522,Romper Stomper,Action
522,Romper Stomper,Drama
523,Ruby in Paradise,Drama
524,Rudy,Drama
525,"Saint of Fort Washington, The",Drama
526,"Savage Nights (Nuits fauves, Les)",Drama
527,Schindler's List,Drama
527,Schindler's List,War
528,"Scout, The",Drama
529,Searching for Bobby Fischer,Drama
530,Second Best,Drama
